,Text,Start,End,Label
317,January 1978,16321,16333,DATE
318,first,16339,16344,ORDINAL
319,six,16345,16348,CARDINAL
320,Foster,16402,16408,PERSON
321,Splinter of the Mind's Eye the following month,16424,16470,WORK_OF_ART
322,Foster,16545,16551,PERSON
323,Splinter of the Mind's Eye,16580,16606,WORK_OF_ART
324,1978,16608,16612,DATE
325,The Empire Strikes Back,16636,16659,WORK_OF_ART
326,1980,16661,16665,DATE
327,Donald F. Glut,16670,16684,PERSON
328,1983,16709,16713,DATE
329,James Kahn,16718,16728,PERSON
330,Brian Daley,16797,16808,PERSON
331,The Adventures of Lando Calrissian,16814,16848,ORG
332,1983,16858,16862,DATE
333,L. Neil Smith,16867,16880,PERSON
334,Timothy Zahn's,16881,16895,PERSON
335,Thrawn,16908,16914,PERSON
336,Thrawn,17023,17029,PERSON
337,Mara Jade,17031,17040,PERSON
338,Talon Karrde,17042,17054,PERSON
339,Gilad Pellaeon,17060,17074,PERSON
340,first,17080,17085,ORDINAL
341,Empire,17105,17111,GPE
342,1,17122,17123,MONEY
343,the New York Times Best,17127,17150,ORG
344,Luke,17185,17189,PERSON
345,Leia,17191,17195,PERSON
346,Han,17201,17204,NORP
347,Thrawn,17240,17246,PERSON
348,Empire,17293,17299,GPE
349,The Courtship of Princess Leia,17304,17334,WORK_OF_ART
350,Dave Wolverton,17345,17359,PERSON
351,Thrawn,17388,17394,PERSON
352,Leia,17404,17408,PERSON
353,Prince Isolder,17457,17471,PERSON
354,Han,17506,17509,NORP
355,Steve Perry's,17528,17541,PERSON
356,Shadows of the Empire,17542,17563,WORK_OF_ART
357,(1996,17564,17569,DATE
358,The Empire,17584,17594,PERSON
359,Prince Xizor,17752,17764,PERSON
360,Bantam,17860,17866,NORP
361,the Jedi Academy,17875,17891,ORG
362,1994,17901,17905,DATE
363,Kevin J. Anderson,17910,17927,PERSON
364,Young Jedi Knights,17941,17959,WORK_OF_ART
365,Anderson,17982,17990,PERSON
366,Rebecca Moesta,17995,18009,PERSON
367,Michael A. Stackpole,18048,18068,PERSON
368,Aaron Allston,18073,18086,PERSON
369,Del Rey,18087,18094,ORG
370,Star Wars,18105,18114,WORK_OF_ART
371,1999,18134,18138,DATE
372,The New Jedi Order,18205,18223,WORK_OF_ART
373,25 to 30 years,18285,18299,DATE
374,Yuuzhan Vong,18344,18356,GPE
375,Legacy of the Force,18468,18487,WORK_OF_ART
376,Han,18528,18531,NORP
377,Leia,18536,18540,PERSON
378,Jacen Solo,18547,18557,PERSON
379,Force,18582,18587,ORG
380,Luke,18620,18624,PERSON
381,Mara Jade,18632,18641,PERSON
382,The Force Awakens,18728,18745,WORK_OF_ART
383,Han,18751,18754,NORP
384,Leia,18759,18763,PERSON
385,Ben Solo,18770,18778,PERSON
386,Kylo Ren,18804,18812,PERSON
387,Three,18813,18818,CARDINAL
388,Jedi Apprentice,18900,18915,WORK_OF_ART
389,Obi-Wan Kenobi,18957,18971,ORG
390,Qui-Gon Jinn,18987,18999,PERSON
391,the years,19003,19012,DATE
392,Jedi Quest,19052,19062,WORK_OF_ART
393,Anakin Skywalker,19115,19131,PERSON
394,Clones,19180,19186,PRODUCT
395,The Last of the Jedi (,19204,19226,WORK_OF_ART
396,Revenge of the Sith,19267,19286,PERSON
397,Obi-Wan,19297,19304,ORG
398,Thrawn,19347,19353,PERSON
399,Legends,19376,19383,WORK_OF_ART
400,2014,19397,19401,DATE
401,the 2016 third season,19441,19462,DATE
402,Rebels,19466,19472,ORG
403,Zahn,19479,19483,PERSON
404,1977 to 1986,19644,19656,DATE
405,Marvel,19707,19713,ORG
406,Pizzazz,19723,19730,ORG
407,between 1977 and 1979,19731,19752,DATE
408,1977,19758,19762,DATE
409,first,19785,19790,ORDINAL
410,Star Wars,19800,19809,WORK_OF_ART
411,1985,19938,19942,DATE
412,1987,19946,19950,DATE
413,Ewoks,19983,19988,ORG
414,Droids,19993,19999,ORG
415,Marvel's,20027,20035,ORG
416,Star Comics,20036,20047,ORG
417,Marvel,20067,20073,ORG
418,Jim Shooter,20104,20115,PERSON
419,Star Wars,20137,20146,ORG
420,Marvel,20160,20166,ORG
421,1977,20182,20186,DATE
422,1978,20191,20195,DATE
423,one,20227,20230,CARDINAL
424,1979,20271,20275,DATE
425,1980,20280,20284,DATE
426,Marvel,20308,20314,ORG
427,"100,000",20328,20335,CARDINAL
428,Lippincott,20385,20395,ORG
429,the late 1980s,20467,20481,DATE
430,Marvel,20483,20489,ORG
431,Dark Horse Comics,20566,20583,ORG
432,Dark Empire,20613,20624,ORG
433,dozens,20678,20684,CARDINAL
434,Tales of the Jedi,20742,20759,WORK_OF_ART
435,Rogue Squadron,20780,20794,ORG
436,Knights of the Old Republic,20905,20932,ORG
437,Disney,20951,20957,ORG
438,Lucasfilm,20975,20984,ORG
439,January 2014,21006,21018,DATE
440,2015,21027,21031,DATE
441,Marvel Comics,21077,21090,ORG
442,Marvel Entertainment,21114,21134,ORG
443,Disney,21136,21142,ORG
444,2009,21160,21164,DATE
445,2015,21178,21182,DATE
446,first,21188,21193,ORDINAL
447,three,21194,21199,CARDINAL
448,Star Wars,21225,21234,WORK_OF_ART
449,Darth Vader,21236,21247,PERSON
450,Princess Leia,21272,21285,WORK_OF_ART
451,First,21286,21291,ORDINAL
452,Project Luminous at Star Wars Celebration,21305,21346,WORK_OF_ART
453,April 2019,21350,21360,DATE
454,Star Wars: The High Republic,21409,21437,WORK_OF_ART
455,February 2020,21477,21490,DATE
456,200 years,21576,21585,DATE
457,the Skywalker Saga,21593,21611,PERSON
458,Marvel,21690,21696,ORG
459,IDW Publishing,21701,21715,ORG
460,Cavan Scott,21728,21739,PERSON
461,Daniel José,21744,21755,PERSON
462,August 2020,21803,21814,DATE
463,John Williams,21869,21882,PERSON
464,nine,21916,21920,CARDINAL
465,Skywalker,22007,22016,PERSON
466,Han Solo's,22035,22045,PERSON
467,Solo:,22056,22061,WORK_OF_ART
468,John Powell,22081,22092,PERSON
469,Michael Giacchino,22137,22154,PERSON
470,Williams,22188,22196,PERSON
471,Galaxy's Edge,22229,22242,PRODUCT
472,first,22274,22279,ORDINAL
473,The Story of Star Wars,22304,22326,WORK_OF_ART
474,LP,22331,22333,ORG
475,1977,22430,22434,DATE
476,2019,22557,22561,DATE
477,Lucas,22707,22712,PERSON
478,NPR,22727,22730,ORG
479,the University of Southern California,22781,22818,ORG
480,KUSC-FM,22859,22866,ORG
