,Text,Start,End,Label
310,Shaw,14361,14365,PERSON
311,Shaw,14546,14550,ORG
312,Richard Marquand,14672,14688,PERSON
313,one day,14704,14711,DATE
314,Lucas,14790,14795,PERSON
315,Shaw,14816,14820,PERSON
316,a Force Ghost of Anakin,14887,14910,PRODUCT
317,Shaw,14912,14916,ORG
318,Christensen,14965,14976,PERSON
319,2004,14984,14988,DATE
320,Shaw,15153,15157,ORG
321,Return of the Jedi,15338,15356,WORK_OF_ART
322,hundreds,15489,15497,CARDINAL
323,Anakin,15542,15548,PERSON
324,Jake Lloyd,15581,15591,PERSON
325,Lucas,15597,15602,PERSON
326,Rick McCallum,15696,15709,PERSON
327,Lloyd,15720,15725,PERSON
328,Anakin,15790,15796,PERSON
329,Attack of the Clones,15820,15840,PRODUCT
330,Robin Gurland,15859,15872,PERSON
331,"about 1,500",15882,15893,CARDINAL
332,Anakin,15937,15943,PERSON
333,Lucas,15951,15956,PERSON
334,Hayden Christensen,15977,15995,PERSON
335,Revenge of the Sith,16015,16034,PERSON
336,Christensen,16055,16066,PERSON
337,Ewan McGregor,16071,16084,PERSON
338,Lucas,16146,16151,PERSON
339,Nick Gillard,16216,16228,PERSON
340,McGregor,16307,16315,ORG
341,Christensen,16320,16331,PERSON
342,Anakin,16412,16418,PERSON
343,Mat Lucas,16443,16452,PERSON
344,2003,16461,16465,DATE
345,Matt Lanter,16498,16509,PERSON
346,CGI,16517,16520,ORG
347,The Clone Wars,16535,16549,WORK_OF_ART
348,Anakin,16598,16604,PERSON
349,Rebels and Forces of Destiny,16642,16670,WORK_OF_ART
350,James Earl Jones,16672,16688,PERSON
351,Vader,16717,16722,PERSON
352,Rebels,16740,16746,ORG
353,Lanter,16753,16759,PERSON
354,Jones,16764,16769,PERSON
355,second-season,16803,16816,DATE
356,Rebels,16827,16833,ORG
357,Anakin Skywalker,16977,16993,PERSON
358,Obi-Wan Kenobi,17015,17029,ORG
359,Revenge of the Sith,17079,17098,PERSON
360,Darth Vader,17222,17233,PERSON
361,Luke Skywalker,17474,17488,PERSON
362,Eric Bui,17533,17541,PERSON
363,University of Toulouse Hospital,17561,17592,ORG
364,2007,17608,17612,DATE
365,American Psychiatric Association,17613,17645,ORG
366,Anakin Skywalker,17662,17678,PERSON
367,six,17685,17688,CARDINAL
368,nine,17696,17700,CARDINAL
369,one,17764,17767,CARDINAL
370,Rachel Rodgers,17825,17839,PERSON
371,2010,17871,17875,DATE
372,Psychiatry Research,17912,17931,ORG
373,Bui,17933,17936,PERSON
374,Anakin Skywalker,17951,17967,PERSON
375,BPD,17996,17999,DATE
376,Bui,18036,18039,PERSON
377,Anakin,18050,18056,PERSON
378,Anakin,18113,18119,PERSON
379,the Tusken Raiders,18138,18156,ORG
380,Clones,18174,18180,PRODUCT
381,Jedi in Revenge of the Sith,18195,18222,WORK_OF_ART
382,two,18232,18235,CARDINAL
383,Bui,18289,18292,PERSON
384,Darth Vader/Anakin Skywalker,18397,18425,PERSON
385,seven,18437,18442,CARDINAL
386,Rebels,18536,18542,ORG
387,Wars and Forces of Destiny,18571,18597,WORK_OF_ART
388,Skywalker,18713,18722,PERSON
389,Darth Vader,18761,18772,PERSON
390,first,18773,18778,ORDINAL
391,Star Wars,18790,18799,WORK_OF_ART
392,the Galactic Empire,18839,18858,GPE
393,Moff Tarkin,18891,18902,PERSON
394,Peter Cushing,18904,18917,PERSON
395,Death Star,18961,18971,ORG
396,the Rebel Alliance,19006,19024,ORG
397,Vader,19026,19031,PERSON
398,Leia,19063,19067,PERSON
399,Carrie Fisher,19069,19082,PERSON
400,Kenny Baker,19134,19145,PERSON
401,Vader,19167,19172,PERSON
402,Jedi Master Obi-Wan Kenobi,19182,19208,WORK_OF_ART
403,Alec Guinness,19210,19223,PERSON
404,Leia,19256,19260,PERSON
405,Obi-Wan's,19273,19282,ORG
406,Luke Skywalker,19290,19304,PERSON
407,Mark Hamill,19306,19317,PERSON
408,Han,19323,19326,NORP
409,Harrison Ford,19333,19346,PERSON
410,Vader,19349,19354,PERSON
411,Obi-Wan,19368,19375,ORG
412,the Millennium Falcon,19449,19470,ORG
413,Vader,19472,19477,PERSON
414,Yavin,19529,19534,PERSON
415,Rebel,19549,19554,ORG
416,the Death Star,19565,19579,ORG
417,Vader,19581,19586,PERSON
418,TIE,19598,19601,ORG
419,Vader,19690,19695,PERSON
420,Luke,19734,19738,PERSON
421,the Death Star,19750,19764,ORG
422,The Empire,19769,19779,PERCENT
423,Vader,19794,19799,PERSON
424,Force,19834,19839,ORG
425,Luke,19850,19854,PERSON
426,Rebel,19900,19905,ORG
427,Hoth,19914,19918,ORG
428,Rebels,19930,19936,ORG
429,Ian McDiarmid,19980,19993,PERSON
430,Vader,20009,20014,PERSON
431,Luke,20034,20038,PERSON
432,Vader,20104,20109,PERSON
433,Luke,20152,20156,PERSON
434,Bespin,20188,20194,PERSON
435,Lando Calrissian,20209,20225,PERSON
436,Billy Dee Williams,20227,20245,PERSON
437,Luke,20278,20282,PERSON
438,Han,20290,20293,PERSON
439,Leia,20295,20299,PERSON
440,Chewbacca,20301,20310,PERSON
441,Peter Mayhew,20312,20324,PERSON
442,Anthony Daniels,20338,20353,PERSON
443,Vader,20363,20368,PERSON
444,Han,20390,20393,NORP
445,Boba Fett,20442,20451,PERSON
446,Jeremy Bulloch,20453,20467,PERSON
447,Luke,20475,20479,PERSON
448,Vader,20489,20494,PERSON
449,Vader,20551,20556,PERSON
450,Luke,20563,20567,PERSON
451,Luke,20686,20690,PERSON
452,Vader,20721,20726,PERSON
453,Luke,20748,20752,PERSON
454,Vader,20823,20828,PERSON
455,Emperor,20837,20844,PERSON
456,second,20879,20885,ORDINAL
457,Death Star's,20886,20898,ORG
458,Luke,20962,20966,PERSON
459,Vader,20981,20986,PERSON
460,Vader,21041,21046,PERSON
461,Luke,21053,21057,PERSON
462,second,21065,21071,ORDINAL
463,Death Star,21072,21082,ORG
464,Luke,21136,21140,PERSON
465,Vader,21181,21186,PERSON
466,Luke,21200,21204,PERSON
467,Leia,21232,21236,PERSON
468,Luke,21240,21244,PERSON
469,Vader,21260,21265,PERSON
470,Luke,21308,21312,PERSON
471,Luke,21339,21343,PERSON
472,Vader,21355,21360,PERSON
473,Luke,21423,21427,PERSON
474,Vader,21436,21441,PERSON
475,Luke,21462,21466,PERSON
476,Force,21509,21514,ORG
477,Vader,21556,21561,PERSON
478,Anakin Skywalker,21702,21718,PERSON
479,Luke,21724,21728,PERSON
480,Luke,21844,21848,PERSON
481,second,21861,21867,ORDINAL
482,Death Star,21868,21878,WORK_OF_ART
483,Endor,21931,21936,ORG
484,Rebels,21945,21951,ORG
485,the Death Star's,21962,21978,WORK_OF_ART
486,Empire,21999,22005,GPE
487,Luke,22016,22020,PERSON
488,Anakin,22041,22047,PERSON
489,Yoda,22049,22053,PERSON
490,Frank Oz,22055,22063,PERSON
491,Obi-Wan,22070,22077,ORG
492,32 years,22189,22197,DATE
493,A New Hope,22205,22215,FAC
494,Anakin,22217,22223,PERSON
495,nine-year-old,22237,22250,DATE
496,Tatooine,22267,22275,PERSON
497,Shmi,22292,22296,PERSON
498,Pernilla,22298,22306,NORP
499,Anakin,22366,22372,PERSON
500,Qui-Gon Jinn,22426,22438,PERSON
501,Liam Neeson,22440,22451,PERSON
502,Anakin,22459,22465,PERSON
503,Tatooine,22503,22511,PERSON
504,Natalie Portman,22547,22562,PERSON
505,Qui-Gon,22565,22572,PERSON
506,Shmi,22585,22589,GPE
507,Anakin,22595,22601,PERSON
508,Qui-Gon,22661,22668,PERSON
509,Anakin,22676,22682,PERSON
510,Force,22710,22715,ORG
511,Chosen One,22754,22764,WORK_OF_ART
512,Force,22813,22818,ORG
513,Anakin,22866,22872,PERSON
514,Qui-Gon,22885,22892,PERSON
515,Coruscant,22920,22929,ORG
516,Anakin,22993,22999,PERSON
517,Padmé,23018,23023,ORG
518,Qui-Gon,23025,23032,PERSON
519,the Jedi Council,23038,23054,ORG
520,Anakin,23142,23148,PERSON
521,Trade Federation's,23171,23189,ORG
522,Naboo,23202,23207,LAW
523,Qui-Gon,23248,23255,PERSON
524,Darth Maul,23302,23312,PERSON
525,Ray Park,23327,23335,PERSON
526,Peter Serafinowicz,23347,23365,PERSON
527,Qui-Gon's,23368,23377,PERSON
528,Obi-Wan Kenobi,23389,23403,PERSON
529,Ewan McGregor,23405,23418,PERSON
530,Anakin,23438,23444,PERSON
531,Palpatine,23485,23494,PERSON
532,the Galactic Republic's,23513,23536,GPE
533,Anakin,23559,23565,PERSON
534,Attack of the Clones,23645,23665,PERSON
535,10 years,23685,23693,DATE
536,Anakin,23732,23738,PERSON
537,Obi-Wan's Padawan,23748,23765,ORG
538,the years,23783,23792,DATE
539,Obi-Wan,23848,23855,ORG
540,Padmé,23892,23897,ORG
541,Anakin,23929,23935,PERSON
542,Naboo,23956,23961,ORG
543,the Jedi Code,24020,24033,LAW
544,Shmi,24048,24052,LOC
545,Anakin,24065,24071,PERSON
546,Padmé,24085,24090,GPE
547,Tatooine,24094,24102,GPE
548,Anakin,24138,24144,PERSON
549,Shmi,24157,24161,PERSON
550,Cliegg Lars,24199,24210,PERSON
551,Jack Thompson,24212,24225,PERSON
552,a few years,24227,24238,DATE
553,Cliegg,24269,24275,PERSON
554,Tusken Raiders,24322,24336,ORG
555,Anakin,24338,24344,PERSON
556,Shmi,24353,24357,PERSON
557,Tusken,24363,24369,PRODUCT
558,Anakin,24408,24414,PERSON
559,Tusken,24439,24445,LOC
560,Lars,24471,24475,PERSON
561,Shmi,24494,24498,EVENT
562,Anakin,24500,24506,PERSON
563,Padmé,24525,24530,GPE
564,Geonosis,24534,24542,GPE
565,Obi-Wan,24553,24560,ORG
566,Dooku,24582,24587,PERSON
567,Christopher Lee,24589,24604,PERSON
568,Dooku,24607,24612,PERSON
569,Jedi,24684,24688,PRODUCT
570,Obi-Wan,24752,24759,PERSON
571,Anakin,24764,24770,PERSON
572,Dooku,24780,24785,PERSON
573,Anakin,24853,24859,PERSON
574,Yoda,24890,24894,PERSON
575,Anakin,24896,24902,PERSON
576,Padmé,24944,24949,PERSON
577,Revenge of the Sith,24989,25008,PERSON
578,three years,25014,25025,DATE
579,"Attack of the Clones, Anakin",25032,25060,WORK_OF_ART
580,a Jedi Knight,25068,25081,PERSON
581,Obi-Wan,25119,25126,ORG
582,Palpatine,25152,25161,PERSON
583,Separatist,25167,25177,NORP
584,Matthew Wood,25216,25228,PERSON
585,two,25235,25238,CARDINAL
586,Dooku,25257,25262,PERSON
587,Anakin,25269,25275,PERSON
588,Palpatine,25320,25329,PERSON
589,Palpatine,25352,25361,PERSON
590,Coruscant,25376,25385,ORG
591,Anakin,25387,25393,PERSON
592,Padmé,25408,25413,ORG
593,Anakin,25479,25485,PERSON
594,Padmé,25523,25528,ORG
595,Palpatine,25550,25559,PERSON
596,Anakin,25574,25580,PERSON
597,the Jedi Council,25584,25600,ORG
598,Palpatine,25647,25656,PERSON
599,Council,25662,25669,ORG
600,Jedi Master,25735,25746,WORK_OF_ART
601,Palpatine,25783,25792,PERSON
602,Anakin,25806,25812,PERSON
603,Palpatine,25841,25850,PERSON
604,Anakin,25862,25868,PERSON
605,Darth Sidious,25894,25907,PERSON
606,Padmé,25953,25958,ORG
607,Anakin,25971,25977,PERSON
608,Sidious,25986,25993,PERSON
609,Mace Windu,26020,26030,PERSON
610,Samuel L. Jackson,26032,26049,PERSON
611,Sidious,26078,26085,PERSON
612,Padmé,26105,26110,PERSON
613,Sidious,26133,26140,PERSON
614,Windu,26161,26166,PERSON
615,Sidious,26177,26184,PERSON
616,Anakin,26199,26205,PERSON
617,Sidious,26244,26251,PERSON
618,Darth Vader,26261,26272,PERSON
619,Sidious,26276,26283,PERSON
620,Vader,26293,26298,PERSON
621,the 501st Legion,26305,26321,ORG
622,the Jedi Temple,26342,26357,FAC
623,Mustafar,26420,26428,PERSON
624,the Separatist Council,26444,26466,ORG
625,Padmé,26481,26486,ORG
626,Mustafar,26495,26503,PERSON
627,Vader,26517,26522,PERSON
628,Sensing Obi-Wan's,26565,26582,PERSON
629,Vader,26644,26649,PERSON
630,Force,26667,26672,ORG
631,Padmé,26685,26690,ORG
632,Obi-Wan,26711,26718,ORG
633,Vader,26727,26732,PERSON
634,Obi-Wan,26769,26776,ORG
635,Vader,26786,26791,PERSON
636,Sidious,26871,26878,PERSON
637,Vader,26900,26905,PERSON
638,Coruscant,26923,26932,ORG
639,first,27000,27005,ORDINAL
640,Vader,27045,27050,PERSON
641,Padmé,27059,27064,ORG
642,Sidious,27074,27081,PERSON
643,Vader,27124,27129,PERSON
644,Vader,27172,27177,PERSON
645,first,27213,27218,ORDINAL
646,Death Star,27219,27229,WORK_OF_ART
647,Sidious,27240,27247,PERSON
648,Tarkin,27252,27258,PERSON
649,Wayne Pygram,27260,27272,PERSON
650,Darth Vader's,27302,27315,PERSON
651,The Force Awakens,27341,27358,WORK_OF_ART
652,2015,27360,27364,DATE
653,Vader,27376,27381,PERSON
654,Kylo Ren,27393,27401,PERSON
655,Adam Driver,27403,27414,PERSON
656,Vader,27447,27452,PERSON
657,one,27485,27488,CARDINAL
658,MacGuffin,27536,27545,PERSON
659,Skywalker,27587,27596,PERSON
660,2019,27598,27602,DATE
661,Kylo,27610,27614,PERSON
662,first,27664,27669,ORDINAL
663,Kylo,27683,27687,PERSON
664,Rey,27692,27695,PERSON
665,Daisy Ridley,27697,27709,PERSON
666,Kijimi,27744,27750,GPE
667,a Sith Star Destroyer,27780,27801,ORG
668,Ren,27846,27849,PERSON
669,Vader,27872,27877,PERSON
670,The Force Awakens,27890,27907,WORK_OF_ART
671,Darth Sidious,27925,27938,PERSON
672,"Skywalker, Anakin",27955,27972,ORG
673,Jedi Past,28022,28031,WORK_OF_ART
674,Rey,28054,28057,PERSON
675,Sidious,28132,28139,PERSON
676,2008,28214,28218,DATE
677,The Clone Wars,28236,28250,WORK_OF_ART
678,Yoda,28252,28256,PERSON
679,Tom Kane,28268,28276,PERSON
680,Ahsoka Tano,28286,28297,PERSON
681,Ashley Eckstein,28309,28324,PERSON
682,Anakin,28329,28335,PERSON
683,Anakin,28375,28381,PERSON
684,first,28388,28393,ORDINAL
685,Anakin,28415,28421,PERSON
686,Snips,28433,28438,WORK_OF_ART
687,Ahsoka,28473,28479,PERSON
688,Skyguy,28491,28497,PERSON
689,Anakin,28538,28544,PERSON
690,Ahsoka,28583,28589,ORG
691,Jabba,28621,28626,PERSON
692,Hutt,28631,28635,PERSON
693,Rotta,28650,28655,PERSON
694,Anakin,28722,28728,PERSON
695,first,28814,28819,ORDINAL
696,Rogue One,28835,28844,WORK_OF_ART
697,Darth Vader,28846,28857,PERSON
698,Imperial,28906,28914,ORG
699,Orson Krennic,28932,28945,PERSON
700,Ben Mendelsohn,28947,28961,PERSON
701,Krennic,29042,29049,ORG
702,Tarkin,29069,29075,PERSON
703,Vader,29077,29082,PERSON
704,Force,29111,29116,ORG
705,Death Star,29167,29177,ORG
706,Vader,29236,29241,PERSON
707,Rebel,29262,29267,ORG
708,the MC75 Star Cruiser Profundity,29278,29310,PRODUCT
709,501st Legion,29328,29340,ORG
710,Tantive IV,29456,29466,PERSON
711,A New Hope,29516,29526,FAC
712,all three seasons of the Clone,29621,29651,DATE
713,Anakin,29743,29749,PERSON
714,a Jedi Knight,29758,29771,WORK_OF_ART
715,a General of the Republic's Clone Army,29799,29837,ORG
716,Palpatine,29854,29863,PERSON
717,Nick Jameson,29877,29889,PERSON
718,Dooku,29946,29951,PERSON
719,Asajj Ventress,29965,29979,PERSON
720,Grey DeLisle,29991,30003,PERSON
721,Obi-Wan,30012,30019,ORG
722,James Arnold Taylor,30031,30050,PERSON
723,Separatist,30062,30072,NORP
724,Saesee Tiin,30117,30128,PERSON
725,Dee Bradley Baker,30140,30157,PERSON
726,the third season,30189,30205,DATE
727,Anakin,30207,30213,PERSON
728,Separatist,30255,30265,NORP
729,Darth Vader,30317,30328,PERSON
730,Anakin,30352,30358,PERSON
731,Obi-Wan,30363,30370,PERSON
732,Palpatine,30397,30406,PERSON
733,General Grievous,30412,30428,ORG
734,Revenge of the Sith,30456,30475,WORK_OF_ART
735,2020,30511,30515,DATE
736,Anakin,30522,30528,PERSON
737,a Jedi Knight,30586,30599,PERSON
738,the 501st Legion,30610,30626,ORG
739,Obi-Wan,30660,30667,PERSON
740,Ahsoka Tano,30683,30694,PERSON
741,Anakin,30723,30729,PERSON
742,Ahsoka,30765,30771,PERSON
743,the Jedi,30780,30788,LAW
744,Anakin,30926,30932,PERSON
745,Darth Vader,31002,31013,PERSON
746,the third season,31017,31033,DATE
747,the Jedi Council,31056,31072,ORG
748,Ahsoka,31099,31105,PERSON
749,the Jedi Temple,31117,31132,FAC
750,the fifth season,31136,31152,DATE
751,the Jedi Order,31248,31262,ORG
752,Anakin,31264,31270,PERSON
753,Vader,31282,31287,PERSON
754,Revenge of the Sith,31345,31364,PERSON
755,Ahsoka,31400,31406,WORK_OF_ART
756,Star Destroyer,31409,31423,WORK_OF_ART
757,Darth Sidious,31489,31502,PERSON
758,Order 66,31510,31518,LAW
759,Vader,31600,31605,PERSON
760,Rebels,31690,31696,ORG
761,Darth Vader,31714,31725,PERSON
762,two,31737,31740,CARDINAL
763,the first season,31753,31769,DATE
764,Star Wars Rebels,31773,31789,WORK_OF_ART
765,14 years,31809,31817,DATE
766,its second season,31887,31904,DATE
767,Vader,31906,31911,PERSON
768,Force-,31932,31938,ORG
769,Imperial Inquisitors,31948,31968,ORG
770,second,32058,32064,ORDINAL
771,Vader,32082,32087,PERSON
772,Maketh Tua,32124,32134,PERSON
773,Imperial,32139,32147,ORG
774,the Phoenix Squadron,32264,32284,ORG
775,Vader,32286,32291,PERSON
776,Ahsoka,32307,32313,ORG
777,the Rebel Alliance,32344,32362,ORG
778,Ahsoka,32370,32376,PERSON
779,Anakin,32412,32418,PERSON
780,Darth Vader,32446,32457,PERSON
781,Vader,32478,32483,PERSON
782,Inquisitor,32499,32509,ORG
783,Later in the season,32526,32545,TIME
784,Ahsoka,32547,32553,PERSON
785,Anakin,32576,32582,PERSON
786,season,32644,32650,DATE
787,Ahsoka,32659,32665,PERSON
788,a Sith Temple,32702,32715,WORK_OF_ART
789,Vader,32748,32753,PERSON
790,Vader,32810,32815,PERSON
791,Vader,32849,32854,PERSON
792,the late fourth-season,32888,32910,DATE
793,A World Between Worlds,32920,32942,WORK_OF_ART
794,Ahsoka,32974,32980,PERSON
795,Vader,33017,33022,PERSON
796,Vader,33069,33074,PERSON
797,Anakin Skywalker,33155,33171,PERSON
798,Obi-Wan Kenobi,33276,33290,PERSON
799,"December 10, 2020",33299,33316,DATE
800,Disney Investor,33327,33342,ORG
801,Hayden Christensen,33372,33390,PERSON
802,Vader,33407,33412,PERSON
803,Disney+,33429,33436,PERSON
804,Obi-Wan Kenobi,33454,33468,WORK_OF_ART
805,first,33504,33509,ORDINAL
806,The Phantom Menace,33541,33559,WORK_OF_ART
807,Beggar's Canyon,33602,33617,LOC
808,Tatooine,33621,33629,GPE
809,Luke,33661,33665,PERSON
810,A New Hope,33716,33726,FAC
811,one,33760,33763,CARDINAL
812,first,33771,33776,ORDINAL
813,four,33777,33781,CARDINAL
814,2014,33813,33817,DATE
815,2015,33822,33826,DATE
816,Vader,33835,33840,PERSON
817,Palpatine,33845,33854,PERSON
818,Ryloth,33919,33925,PERSON
819,2015,33949,33953,DATE
820,Marvel,33955,33961,ORG
821,Darth Vader,33996,34007,PERSON
822,Kieron Gillen,34030,34043,PERSON
823,the Death Star's,34093,34109,ORG
824,Aphra,34240,34245,PERSON
825,Star Wars,34305,34314,WORK_OF_ART
826,Vader,34325,34330,PERSON
